Start Date,End Date,Length of Lease,Lease Sizes,Country,State,State Category,Zip Code,Regions,Rentable Sqft,Usable Sqft,Structured Parking Spaces,Surface Parking Spaces,Surface Sizes,Rent Amount
2022-10-01,2027-09-30,1825,Medium 1000-2999,US,MN,Other,55121,Region 5,0.0,0.0,0,0,Small 0-49,3353.24
2018-01-01,2027-12-31,3651,Long 3000-4999,US,NY,NY,10604,Region 1,41105.0,37395.0,0,164,XLarge 100-249,985559.6
2013-06-01,2028-05-31,5478,Very Long 5000-15000,US,NY,NY,10017,Region 1,5773.0,5020.0,1,7,Small 0-49,198243.17
2014-09-01,2029-08-31,5478,Very Long 5000-15000,US,CT,Other,06108,Region 0,17328.0,15150.0,0,0,Small 0-49,440195.57
2022-08-15,2037-08-14,5478,Very Long 5000-15000,US,CT,Other,06103,Region 0,58601.0,51859.0,18,0,Small 0-49,2488641.67
2020-02-27,2035-02-26,5478,Very Long 5000-15000,US,CT,Other,06103,Region 0,38166.0,32433.53,29,0,Small 0-49,1739308.39
2018-07-30,2028-07-29,3652,Long 3000-4999,US,CT,Other,06103,Region 0,13472.0,11493.0,0,0,Small 0-49,440173.43
2021-12-01,2036-11-30,5478,Very Long 5000-15000,US,CT,Other,06117,Region 0,5385.0,4678.0,12,0,Small 0-49,220643.01
2019-02-12,2034-02-11,5478,Very Long 5000-15000,US,CT,Other,06117,Region 0,6750.0,5672.0,9,0,Small 0-49,257869.23
2010-12-03,2025-12-02,5478,Very Long 5000-15000,US,CT,Other,06117,Region 0,4138.0,3477.0,6,0,Small 0-49,168715.27
2016-06-01,2026-05-31,3651,Long 3000-4999,US,CT,Other,02110,Region 0,11925.0,10370.0,0,31,Small 0-49,259968.93
2024-10-01,2039-09-30,5477,Very Long 5000-15000,US,CT,Other,02110,Region 0,0.0,0.0,0,0,Small 0-49,34380.14
2020-10-01,2035-09-30,5477,Very Long 5000-15000,US,NY,NY,11210,Region 1,9930.0,8490.0,22,0,Small 0-49,396255.75
2012-08-15,2027-08-14,5477,Very Long 5000-15000,US,NY,NY,11210,Region 1,13034.0,10818.0,40,0,Small 0-49,476878.7
2021-03-04,2036-03-03,5478,Very Long 5000-15000,US,NY,NY,11210,Region 1,14096.0,11747.0,41,0,Small 0-49,470228.7
2015-02-01,2025-01-31,3652,Long 3000-4999,US,MA,Other,02186,Region 0,2730.0,1950.0,11,0,Small 0-49,89058.21
2010-11-01,2027-10-31,6208,Very Long 5000-15000,US,NJ,Other,07960,Region 0,24647.0,21432.0,9,0,Small 0-49,671726.69
2000-01-05,2030-01-04,10957,Very Long 5000-15000,US,CT,Other,06511,Region 0,89613.0,78826.0,70,150,XLarge 100-249,3500006.55
2021-05-21,2031-05-20,3651,Long 3000-4999,US,CT,Other,06810,Region 0,1575.0,1406.0,0,0,Small 0-49,58309.19
2021-12-28,2031-12-27,3651,Long 3000-4999,US,CT,Other,06810,Region 0,5524.0,4871.0,0,0,Small 0-49,171396.04
2021-07-01,2031-06-30,3651,Long 3000-4999,US,CT,Other,06084,Region 0,16275.0,10302.0,0,52,Large 50-99,467155.65
2022-02-15,2032-02-14,3651,Long 3000-4999,US,CT,Other,06106,Region 0,5977.0,5198.0,11,10,Small 0-49,136888.16
2021-09-01,2031-08-31,3651,Long 3000-4999,US,CT,Other,06096,Region 0,13600.0,11825.0,0,5,Small 0-49,301135.35
2003-01-17,2033-01-16,10957,Very Long 5000-15000,US,CT,Other,06498,Region 0,6065.0,6065.0,0,25,Small 0-49,205106.32
2013-01-01,2027-12-31,5477,Very Long 5000-15000,US,CT,Other,06320,Region 0,1303.0,1137.0,0,0,Small 0-49,41732.06
2009-01-16,2029-01-15,7304,Very Long 5000-15000,US,CT,Other,06320,Region 0,49741.0,47200.0,0,164,XLarge 100-249,1542528.28
2014-07-01,2026-06-30,4382,Long 3000-4999,US,CT,Other,06512,Region 0,459.0,459.0,0,0,Small 0-49,15876.81
2023-09-01,2038-08-31,5478,Very Long 5000-15000,US,CT,Other,06084,Region 0,0.0,0.0,0,0,Small 0-49,16035.01
2009-06-15,2025-08-14,5904,Very Long 5000-15000,US,CT,Other,06106,Region 0,5992.0,5303.0,17,0,Small 0-49,145093.5
2019-01-29,2034-01-28,5478,Very Long 5000-15000,US,CT,Other,06514,Region 0,28934.0,27394.0,0,15,Small 0-49,616396.31
2019-07-27,2034-07-26,5478,Very Long 5000-15000,US,CT,Other,06320,Region 0,7276.0,6266.0,16,6,Small 0-49,295522.58
2020-11-01,2035-10-31,5477,Very Long 5000-15000,US,MA,Other,02492,Region 0,14318.0,13705.0,0,32,Small 0-49,310821.75
2009-11-01,2029-10-31,7304,Very Long 5000-15000,US,CT,Other,06901,Region 0,1380.0,1380.0,6,0,Small 0-49,71191.45
2020-01-07,2030-01-06,3652,Long 3000-4999,US,CT,Other,06074,Region 0,6812.0,6314.0,0,40,Small 0-49,478328.27
2010-07-29,2025-07-28,5478,Very Long 5000-15000,US,NY,NY,10022,Region 1,4581.0,4048.0,0,38,Small 0-49,137846.6
2022-11-20,2032-11-19,3652,Long 3000-4999,US,GA,Other,30328,Region 3,2012.0,1750.0,0,5,Small 0-49,51183.04
2010-12-16,2025-12-15,5478,Very Long 5000-15000,US,CT,Other,06492,Region 0,2711.0,2467.0,0,24,Small 0-49,79546.46
2015-01-23,2025-01-22,3652,Long 3000-4999,US,CT,Other,06405,Region 0,4674.0,3961.0,0,25,Small 0-49,135823.96
2022-01-17,2032-01-16,3651,Long 3000-4999,US,CT,Other,06830,Region 0,20915.0,18405.0,0,6,Small 0-49,754316.98
2012-05-01,2025-04-30,4747,Long 3000-4999,US,CT,Other,06518,Region 0,9945.0,8648.0,0,36,Small 0-49,314349.93
2024-08-11,2039-08-10,5477,Very Long 5000-15000,US,CT,Other,06103,Region 0,0.0,0.0,1,0,Small 0-49,123119.0
2012-08-08,2027-08-07,5477,Very Long 5000-15000,US,NJ,Other,07068,Region 0,23117.0,19265.0,0,40,Small 0-49,956442.97
2024-05-01,2034-04-30,3651,Long 3000-4999,US,CT,Other,06340,Region 0,4757.0,4030.75,0,4,Small 0-49,127771.44
2017-04-24,2027-04-23,3651,Long 3000-4999,US,FL,Other,34102,Region 3,12592.0,11406.0,0,25,Small 0-49,271887.97
2012-04-25,2027-04-24,5477,Very Long 5000-15000,US,CT,Other,06360,Region 0,6181.0,5375.0,1,13,Small 0-49,167833.47
2024-08-05,2034-08-04,3651,Long 3000-4999,US,CT,Other,06096,Region 0,221.0,0.0,0,0,Small 0-49,407256.12
2016-10-15,2026-10-14,3651,Long 3000-4999,US,CT,Other,06095,Region 0,5514.0,4968.0,0,1,Small 0-49,123688.23
2017-01-01,2027-12-31,4016,Long 3000-4999,US,CT,Other,06037,Region 0,0.0,0.0,0,10,Small 0-49,8400.0
2022-03-29,2037-03-28,5478,Very Long 5000-15000,US,CT,Other,06457,Region 0,4750.0,4550.0,0,0,Small 0-49,184491.83
2019-08-26,2027-08-31,2927,Medium 1000-2999,US,CT,Other,06810,Region 0,5447.0,4712.0,0,20,Small 0-49,145815.56
2021-08-20,2031-08-19,3651,Long 3000-4999,US,CT,Other,06702,Region 0,3053.0,2229.0,0,0,Small 0-49,95390.39
2020-06-26,2035-06-25,5477,Very Long 5000-15000,US,CT,Other,06051,Region 0,7245.0,6940.0,0,4,Small 0-49,178860.73
2022-10-24,2037-10-23,5478,Very Long 5000-15000,US,CT,Other,06824,Region 0,6966.0,6220.0,0,0,Small 0-49,159412.36
2022-08-08,2037-08-07,5478,Very Long 5000-15000,US,CT,Other,06510,Region 0,17803.0,14954.0,47,0,Small 0-49,778447.15
2024-01-26,2039-01-25,5478,Very Long 5000-15000,US,CT,Other,06457,Region 0,2045.0,1657.0,0,0,Small 0-49,94126.26
2019-11-18,2029-11-17,3652,Long 3000-4999,US,MA,Other,02109,Region 0,4852.0,4256.0,0,15,Small 0-49,101810.86
2004-03-01,2029-02-28,9130,Very Long 5000-15000,US,MA,Other,01944,Region 0,10430.0,9857.0,0,30,Small 0-49,314688.86
2013-11-01,2028-10-31,5478,Very Long 5000-15000,US,MA,Other,02462,Region 0,91848.0,81056.0,0,400,Jumbo 250-5000,4059298.14
2008-06-18,2029-06-17,7669,Very Long 5000-15000,US,MA,Other,02360,Region 0,9097.0,7910.0,0,1,Small 0-49,269511.43
2010-04-01,2025-03-31,5478,Very Long 5000-15000,US,MA,Other,01002,Region 0,3064.0,2664.0,0,21,Small 0-49,77313.62
2019-09-01,2034-08-31,5478,Very Long 5000-15000,US,MA,Other,02540,Region 0,16339.0,16339.0,0,13,Small 0-49,257021.28
2020-12-01,2035-11-30,5477,Very Long 5000-15000,US,MA,Other,02184,Region 0,4052.0,3524.0,0,4,Small 0-49,163175.15
2020-10-01,2030-09-30,3651,Long 3000-4999,US,NH,Other,03079,Region 0,7453.0,6481.0,0,26,Small 0-49,284577.74
2004-01-01,2025-07-30,7881,Very Long 5000-15000,US,MA,Other,02114,Region 0,0.0,0.0,10,0,Small 0-49,66600.0
2010-12-01,2025-11-30,5478,Very Long 5000-15000,US,MA,Other,02116,Region 0,10628.0,9242.0,0,23,Small 0-49,444215.01
2023-05-10,2038-05-09,5478,Very Long 5000-15000,US,MA,Other,02536,Region 0,5198.0,4600.0,0,0,Small 0-49,241411.06
2004-02-17,2026-02-16,8035,Very Long 5000-15000,US,MA,Other,02184,Region 0,14850.0,13202.0,26,0,Small 0-49,361786.99
2018-07-01,2028-06-30,3652,Long 3000-4999,US,MA,Other,01105,Region 0,894.0,742.0,0,0,Small 0-49,20562.0
2023-02-01,2038-01-31,5478,Very Long 5000-15000,US,MA,Other,01105,Region 0,1800.0,1565.0,0,0,Small 0-49,55710.64
2020-12-01,2030-11-30,3651,Long 3000-4999,US,MA,Other,01608,Region 0,5506.0,4490.0,1,0,Small 0-49,164599.71
2003-01-01,2025-06-29,8215,Very Long 5000-15000,US,MA,Other,01608,Region 0,12311.0,10613.0,25,0,Small 0-49,317425.9
2002-12-05,2026-06-30,8608,Very Long 5000-15000,US,MA,Other,02210,Region 0,8102.0,6841.0,0,30,Small 0-49,500510.46
2013-02-01,2028-01-31,5477,Very Long 5000-15000,US,MA,Other,02210,Region 0,2500.0,2125.0,2,3,Small 0-49,92905.68
2012-12-14,2032-12-13,7304,Very Long 5000-15000,US,MA,Other,01089,Region 0,72220.0,62800.0,0,285,Jumbo 250-5000,1576367.12
2012-01-01,2028-06-04,5999,Very Long 5000-15000,US,MA,Other,01608,Region 0,14511.0,12194.0,6,0,Small 0-49,361469.01
2011-03-28,2026-03-27,5478,Very Long 5000-15000,US,MA,Other,01608,Region 0,7009.0,5824.0,11,0,Small 0-49,251465.61
2023-06-30,2038-06-29,5478,Very Long 5000-15000,US,MA,Other,01608,Region 0,3853.0,3350.0,11,0,Small 0-49,124703.0
2013-11-01,2028-10-31,5478,Very Long 5000-15000,US,MA,Other,01608,Region 0,3852.0,3237.0,3,2,Small 0-49,110151.2
2011-08-01,2026-07-31,5478,Very Long 5000-15000,US,MA,Other,01845,Region 0,15551.0,13523.0,0,66,Large 50-99,251300.28
2019-11-18,2029-11-17,3652,Long 3000-4999,US,MA,Other,01845,Region 0,10410.0,8950.0,0,748,Jumbo 250-5000,231539.87
2017-04-21,2027-04-20,3651,Long 3000-4999,US,MA,Other,01845,Region 0,3256.0,2800.0,0,5,Small 0-49,71205.67
2020-09-01,2035-08-31,5477,Very Long 5000-15000,US,MA,Other,01103,Region 0,12310.0,10555.0,26,16,Small 0-49,362226.46
2011-09-01,2026-08-31,5478,Very Long 5000-15000,US,MA,Other,01103,Region 0,13563.0,11794.0,0,0,Small 0-49,323691.92
2024-08-21,2044-08-20,7304,Very Long 5000-15000,US,MA,Other,01103,Region 0,5558.0,4833.0,7,21,Small 0-49,116613.6
2019-08-01,2029-07-31,3652,Long 3000-4999,US,MA,Other,01103,Region 0,599.0,525.0,0,0,Small 0-49,9995.33
2022-04-01,2037-03-31,5478,Very Long 5000-15000,US,MA,Other,01103,Region 0,3390.0,2948.0,0,4,Small 0-49,154209.2
2016-07-15,2026-07-14,3651,Long 3000-4999,US,MA,Other,01608,Region 0,17673.0,16500.0,0,1,Small 0-49,487124.8
2016-06-01,2026-09-30,3773,Long 3000-4999,US,MA,Other,02108,Region 0,36752.0,30844.0,0,119,XLarge 100-249,1189591.85
2019-08-27,2034-08-26,5478,Very Long 5000-15000,US,MA,Other,02169,Region 0,710.0,582.0,2,0,Small 0-49,28426.85
2019-04-01,2029-03-31,3652,Long 3000-4999,US,MA,Other,02780,Region 0,875.0,800.0,0,0,Small 0-49,24180.87
2019-12-06,2034-12-05,5478,Very Long 5000-15000,US,MA,Other,02780,Region 0,3970.0,3711.0,0,8,Small 0-49,130300.58
2017-03-15,2027-03-14,3651,Long 3000-4999,US,MA,Other,02780,Region 0,6828.0,6575.0,0,65,Large 50-99,178169.16
2020-08-04,2035-08-03,5477,Very Long 5000-15000,US,MA,Other,01103,Region 0,16427.0,14162.0,0,29,Small 0-49,510256.17
2008-10-01,2028-09-30,7304,Very Long 5000-15000,US,MA,Other,01851,Region 0,3900.0,3900.0,0,8,Small 0-49,44852.82
2020-08-14,2035-08-13,5477,Very Long 5000-15000,US,MA,Other,01851,Region 0,21381.0,17736.0,0,53,Large 50-99,781267.82
2010-11-01,2025-10-31,5478,Very Long 5000-15000,US,MA,Other,01851,Region 0,9500.0,7880.0,0,7,Small 0-49,288664.25
2011-10-01,2026-09-30,5478,Very Long 5000-15000,US,MA,Other,02169,Region 0,3018.0,2895.0,3,0,Small 0-49,96121.57
2019-11-24,2029-11-23,3652,Long 3000-4999,US,MA,Other,01581,Region 0,20893.0,20394.0,0,23,Small 0-49,358732.81
2010-01-04,2025-01-03,5478,Very Long 5000-15000,US,MA,Other,02780,Region 0,7477.0,7285.0,0,1,Small 0-49,240586.95
2014-08-25,2029-08-24,5478,Very Long 5000-15000,US,MA,Other,02110,Region 0,49950.0,49950.0,0,95,Large 50-99,802818.02
2001-09-01,2033-08-31,11687,Very Long 5000-15000,US,NY,NY,10036,Region 1,68950.0,49262.0,0,140,XLarge 100-249,3341450.67
2019-05-30,2034-05-29,5478,Very Long 5000-15000,US,MA,Other,01801,Region 0,1201.0,1016.0,4,0,Small 0-49,26800.36
2014-11-25,2029-11-24,5478,Very Long 5000-15000,US,MA,Other,01772,Region 0,10787.0,9190.0,0,0,Small 0-49,263862.47
2011-01-02,2026-01-01,5478,Very Long 5000-15000,US,MA,Other,01852,Region 0,13131.0,11128.0,0,23,Small 0-49,435570.67
2013-12-01,2033-11-30,7304,Very Long 5000-15000,US,MA,Other,01013,Region 0,10450.0,10450.0,0,1,Small 0-49,269849.23
2011-10-01,2024-12-31,4840,Long 3000-4999,US,MA,Other,02150,Region 0,15000.0,15000.0,0,0,Small 0-49,291815.35
2020-01-16,2030-01-15,3652,Long 3000-4999,US,MA,Other,02150,Region 0,5685.0,5385.0,0,10,Small 0-49,151069.2
2013-05-25,2026-10-26,4902,Long 3000-4999,US,MA,Other,02540,Region 0,4970.0,4200.0,0,1,Small 0-49,188280.21
2002-11-01,2024-12-31,8096,Very Long 5000-15000,US,MA,Other,02601,Region 0,1112.0,1112.0,0,4,Small 0-49,46408.06
2009-06-01,2026-05-31,6208,Very Long 5000-15000,US,MA,Other,02554,Region 0,731.0,530.0,0,1,Small 0-49,29547.02
2018-04-21,2028-08-10,3764,Long 3000-4999,US,MA,Other,02127,Region 0,6831.0,5422.0,0,18,Small 0-49,175631.78
2020-03-01,2035-02-28,5477,Very Long 5000-15000,US,MA,Other,01845,Region 0,4528.0,4528.0,0,3,Small 0-49,135840.0
2018-07-01,2028-06-30,3652,Long 3000-4999,US,MA,Other,01104,Region 0,20292.0,19000.0,0,76,Large 50-99,830506.98
2024-10-22,2039-10-21,5477,Very Long 5000-15000,US,MA,Other,01581,Region 0,1917.0,1718.0,1,5,Small 0-49,63408.35
2005-10-01,2025-09-30,7304,Very Long 5000-15000,US,MA,Other,02122,Region 0,8026.0,7196.0,0,35,Small 0-49,362086.55
2024-10-13,2039-10-12,5477,Very Long 5000-15000,US,MA,Other,01801,Region 0,4321.0,4237.0,0,0,Small 0-49,192169.56
2007-09-01,2028-12-31,7792,Very Long 5000-15000,US,MA,Other,01803,Region 0,42225.0,38386.0,0,126,XLarge 100-249,2085748.66
2007-05-01,2025-07-31,6666,Very Long 5000-15000,US,MA,Other,02138,Region 0,4000.0,3740.0,0,6,Small 0-49,104087.5
2016-02-28,2026-02-27,3652,Long 3000-4999,US,MA,Other,01949,Region 0,8000.0,8000.0,0,5,Small 0-49,113389.2
2007-07-18,2025-07-17,6574,Very Long 5000-15000,US,MA,Other,02122,Region 0,13500.0,12500.0,0,63,Large 50-99,488197.59
2021-09-01,2026-08-31,1825,Medium 1000-2999,US,MA,Other,02539,Region 0,221.0,221.0,0,0,Small 0-49,47119.41
2016-01-01,2027-11-02,4323,Long 3000-4999,US,MA,Other,01702,Region 0,10366.0,8639.0,0,1,Small 0-49,284548.5
2019-07-15,2034-07-14,5478,Very Long 5000-15000,US,MA,Other,02347,Region 0,8059.0,7151.0,0,9,Small 0-49,252396.24
2016-10-14,2036-10-13,7304,Very Long 5000-15000,US,MA,Other,01801,Region 0,220000.0,200600.0,120,280,Jumbo 250-5000,12082006.6
2022-09-01,2032-08-31,3652,Long 3000-4999,US,MA,Other,02451,Region 0,7890.0,6686.0,0,14,Small 0-49,352514.94
2012-07-18,2027-07-17,5477,Very Long 5000-15000,US,MA,Other,01590,Region 0,1273.0,1097.0,0,7,Small 0-49,33554.43
2009-05-01,2026-04-30,6208,Very Long 5000-15000,US,MA,Other,01843,Region 0,4903.0,4191.0,0,18,Small 0-49,140716.19
2009-06-08,2026-06-07,6208,Very Long 5000-15000,US,MA,Other,01840,Region 0,28325.0,27449.0,57,30,Small 0-49,1416084.31
2021-12-01,2031-11-30,3651,Long 3000-4999,US,MA,Other,01760,Region 0,7347.0,6630.0,0,0,Small 0-49,385118.63
2019-12-02,2029-12-01,3652,Long 3000-4999,US,MA,Other,02601,Region 0,3810.43,3479.0,0,0,Small 0-49,103033.59
2021-03-22,2036-03-21,5478,Very Long 5000-15000,US,MA,Other,02458,Region 0,4161.0,3970.0,0,20,Small 0-49,166320.52
2010-01-08,2025-01-07,5478,Very Long 5000-15000,US,MA,Other,02301,Region 0,12714.0,11987.0,0,70,Large 50-99,472244.44
2020-01-01,2034-12-31,5478,Very Long 5000-15000,US,MA,Other,02134,Region 0,11393.0,10621.0,0,1,Small 0-49,564609.77
2020-07-30,2035-07-29,5477,Very Long 5000-15000,US,CO,Other,80237,Region 8,14664.0,12364.0,1,0,Small 0-49,808556.79
2010-09-15,2025-09-14,5478,Very Long 5000-15000,US,MA,Other,02324,Region 0,5683.0,4976.0,0,28,Small 0-49,220763.84
2019-08-20,2029-08-19,3652,Long 3000-4999,US,MA,Other,02111,Region 0,20104.0,15519.0,0,0,Small 0-49,1052636.03
2017-08-27,2027-08-26,3651,Long 3000-4999,US,MA,Other,01105,Region 0,4393.0,3820.0,10,0,Small 0-49,97709.5
2018-01-11,2028-01-11,3652,Long 3000-4999,US,MA,Other,01105,Region 0,1020.0,887.0,3,0,Small 0-49,21259.6
2017-04-01,2027-03-31,3651,Long 3000-4999,US,MA,Other,01105,Region 0,14036.0,12205.0,8,0,Small 0-49,294206.1
2019-04-01,2027-01-02,2833,Medium 1000-2999,US,MA,Other,01105,Region 0,501.4,436.0,1,0,Small 0-49,12395.76
2012-04-25,2027-04-24,5477,Very Long 5000-15000,US,MA,Other,02210,Region 0,5900.0,5000.0,0,15,Small 0-49,218392.62
2013-07-19,2028-07-18,5478,Very Long 5000-15000,US,MA,Other,01453,Region 0,4948.0,4191.0,0,1,Small 0-49,152194.2
2011-06-01,2026-05-31,5478,Very Long 5000-15000,US,MA,Other,01247,Region 0,4085.0,4085.0,0,1,Small 0-49,121241.17
2012-06-18,2027-06-17,5477,Very Long 5000-15000,US,MA,Other,01505,Region 0,2360.0,2360.0,4,11,Small 0-49,56348.65
2010-07-01,2025-06-30,5478,Very Long 5000-15000,US,MA,Other,02543,Region 0,12838.0,12641.0,0,13,Small 0-49,314531.0
2013-07-12,2028-07-11,5478,Very Long 5000-15000,US,MA,Other,01089,Region 0,5850.0,5269.0,0,32,Small 0-49,173917.0
2011-11-01,2026-10-31,5478,Very Long 5000-15000,US,FL,Other,33166,Region 3,4612.0,4177.0,20,0,Small 0-49,156943.7
2023-12-01,2033-11-30,3652,Long 3000-4999,US,MA,Other,02452,Region 0,0.0,0.0,0,0,Small 0-49,286025.71
2013-05-24,2028-05-23,5478,Very Long 5000-15000,US,MA,Other,02301,Region 0,1823.0,1645.0,0,5,Small 0-49,47194.58
2016-08-31,2029-08-30,4747,Long 3000-4999,US,NY,NY,10017,Region 1,58676.0,47769.0,1,0,Small 0-49,3028503.8
2013-11-01,2029-11-01,5844,Very Long 5000-15000,US,MA,Other,02128,Region 0,350.0,350.0,0,0,Small 0-49,5404.0
2015-11-15,2026-01-14,3713,Long 3000-4999,US,MA,Other,01845,Region 0,5300.0,4609.0,0,16,Small 0-49,115663.7
2015-09-01,2025-08-31,3652,Long 3000-4999,US,MA,Other,01002,Region 0,22428.0,19503.0,0,19,Small 0-49,484122.27
2017-11-20,2027-11-19,3651,Long 3000-4999,US,MA,Other,02601,Region 0,6500.0,5915.0,0,1,Small 0-49,177463.9
2018-02-28,2038-02-27,7304,Very Long 5000-15000,US,IL,IL,60606,Region 6,12000.0,10938.0,0,50,Large 50-99,572742.38
2019-06-01,2029-05-31,3652,Long 3000-4999,US,NY,NY,12866,Region 1,6779.0,6163.0,20,0,Small 0-49,128570.63
2018-04-28,2029-11-28,4232,Long 3000-4999,US,MA,Other,02134,Region 0,8576.0,7268.0,0,0,Small 0-49,291643.18
2018-10-10,2028-10-09,3652,Long 3000-4999,US,MA,Other,01516,Region 0,9000.0,9000.0,0,12,Small 0-49,275737.02
2019-03-13,2034-03-12,5478,Very Long 5000-15000,US,MA,Other,01801,Region 0,3924.0,3818.0,0,9,Small 0-49,219642.26
2019-02-01,2034-01-31,5478,Very Long 5000-15000,US,MA,Other,02143,Region 0,7200.0,6950.0,0,15,Small 0-49,268030.03
2021-02-01,2036-01-31,5477,Very Long 5000-15000,US,AZ,Other,85254,Region 8,5634.0,4725.0,0,20,Small 0-49,228183.89
2021-10-06,2036-10-05,5478,Very Long 5000-15000,US,MA,Other,01830,Region 0,9789.0,8320.0,0,14,Small 0-49,294352.25
2022-04-14,2034-04-13,4382,Long 3000-4999,US,MA,Other,01801,Region 0,16513.0,14320.0,14,7,Small 0-49,766134.42
2012-09-01,2028-08-31,5843,Very Long 5000-15000,US,MA,Other,02149,Region 0,2789.0,2624.0,0,14,Small 0-49,121254.31
2024-01-11,2044-01-10,7304,Very Long 5000-15000,US,MA,Other,02110,Region 0,79873.0,69888.0,0,0,Small 0-49,2509108.36
2022-08-19,2034-08-18,4382,Long 3000-4999,US,MA,Other,01583,Region 0,19962.0,18779.0,0,53,Large 50-99,690948.71
2023-11-01,2038-10-31,5478,Very Long 5000-15000,US,VA,Other,22209,Region 2,51916.0,48546.0,0,175,XLarge 100-249,1907512.08
2023-11-01,2038-10-31,5478,Very Long 5000-15000,US,VA,Other,22209,Region 2,16753.0,15156.0,0,6,Small 0-49,471019.99
2024-02-16,2039-02-15,5478,Very Long 5000-15000,US,IL,IL,60606,Region 6,7797.0,6780.0,0,0,Small 0-49,279270.67
2009-10-01,2025-09-30,5843,Very Long 5000-15000,US,MN,Other,55121,Region 5,1369.0,1369.0,0,3,Small 0-49,16795.16
2014-06-13,2029-06-12,5478,Very Long 5000-15000,US,ME,Other,04101,Region 0,1921.0,1537.0,6,0,Small 0-49,45109.79
2021-02-01,2031-01-31,3651,Long 3000-4999,US,ME,Other,04101,Region 0,5467.0,4556.0,2,0,Small 0-49,164010.0
2017-06-15,2027-06-14,3651,Long 3000-4999,US,CT,Other,06355,Region 0,0.0,0.0,0,0,Small 0-49,2000.0
2017-07-23,2027-07-22,3651,Long 3000-4999,US,ME,Other,04468,Region 0,1500.0,1500.0,1,3,Small 0-49,30000.0
2012-11-01,2027-10-31,5477,Very Long 5000-15000,US,ME,Other,04101,Region 0,4323.0,3807.0,0,12,Small 0-49,133372.77
2022-09-20,2037-09-19,5478,Very Long 5000-15000,US,ME,Other,04330,Region 0,10800.0,9819.0,0,36,Small 0-49,162887.6
2012-06-01,2027-05-31,5477,Very Long 5000-15000,US,ME,Other,04046,Region 0,5000.0,5000.0,0,0,Small 0-49,30000.0
2020-07-23,2035-07-22,5477,Very Long 5000-15000,US,ME,Other,04101,Region 0,20412.0,19816.0,43,0,Small 0-49,611644.63
2023-03-13,2038-03-12,5478,Very Long 5000-15000,US,ME,Other,04101,Region 0,29302.0,27835.0,15,0,Small 0-49,1053220.44
2013-08-15,2028-08-14,5478,Very Long 5000-15000,US,ME,Other,04101,Region 0,15660.0,12559.0,0,0,Small 0-49,502176.37
2009-03-25,2029-03-25,7305,Very Long 5000-15000,US,ME,Other,04105,Region 0,2999.0,2608.0,0,16,Small 0-49,70616.3
2012-08-01,2025-07-31,4747,Long 3000-4999,US,ME,Other,04101,Region 0,21864.0,19889.0,3,0,Small 0-49,680120.44
2010-08-26,2025-08-25,5478,Very Long 5000-15000,US,ME,Other,04101,Region 0,6916.0,6311.0,0,31,Small 0-49,173078.98
2023-05-01,2038-04-30,5478,Very Long 5000-15000,US,ME,Other,04330,Region 0,6800.0,6329.0,0,8,Small 0-49,118429.84
2015-10-01,2025-09-30,3652,Long 3000-4999,US,ME,Other,04101,Region 0,0.0,0.0,30,0,Small 0-49,77940.0
2018-06-15,2033-06-14,5478,Very Long 5000-15000,US,ME,Other,04101,Region 0,7028.0,6389.0,32,0,Small 0-49,379471.58
2014-11-03,2029-11-02,5478,Very Long 5000-15000,US,ME,Other,04915,Region 0,3000.0,2758.0,0,15,Small 0-49,58222.0
2013-10-15,2028-10-14,5478,Very Long 5000-15000,US,ME,Other,04401,Region 0,4596.0,4017.0,0,0,Small 0-49,104816.43
2017-03-13,2027-03-12,3651,Long 3000-4999,US,ME,Other,04631,Region 0,9980.0,9011.0,0,26,Small 0-49,313645.58
2015-11-01,2025-10-31,3652,Long 3000-4999,US,FL,Other,33487,Region 3,20.0,20.0,0,0,Small 0-49,7124.0
2013-04-01,2028-03-31,5478,Very Long 5000-15000,US,CT,Other,06355,Region 0,989.0,989.0,0,0,Small 0-49,29404.14
2011-07-01,2026-06-30,5478,Very Long 5000-15000,US,WA,Other,98683,Region 9,989.0,989.0,0,0,Small 0-49,18166.0
2021-05-01,2026-04-30,1825,Medium 1000-2999,US,ME,Other,04102,Region 0,8215.0,8215.0,15,0,Small 0-49,357153.08
2016-10-01,2026-09-30,3651,Long 3000-4999,US,ME,Other,04101,Region 0,4032.0,3360.0,1,0,Small 0-49,121806.73
2019-10-24,2029-10-23,3652,Long 3000-4999,US,ME,Other,04101,Region 0,6919.0,5451.0,14,0,Small 0-49,318517.85
2018-04-01,2028-03-31,3652,Long 3000-4999,US,ME,Other,04401,Region 0,1892.0,1736.0,0,1,Small 0-49,44359.43
2007-12-15,2025-12-14,6574,Very Long 5000-15000,US,ME,Other,04401,Region 0,870.0,870.0,0,8,Small 0-49,27346.1
2024-02-04,2034-02-03,3652,Long 3000-4999,US,ME,Other,04210,Region 0,9528.0,9128.0,0,0,Small 0-49,257951.51
2009-08-10,2029-08-09,7304,Very Long 5000-15000,US,PA,Other,19046,Region 1,23969.0,23047.0,25,25,Small 0-49,776620.27
2009-06-07,2029-12-07,7488,Very Long 5000-15000,US,ME,Other,04938,Region 0,7028.0,6214.0,0,35,Small 0-49,195889.5
