Start Date,End Date,Length of Lease,Lease Sizes,Country,State,State Category,Zip Code,Regions,Rentable Sqft,Usable Sqft,Structured Parking Spaces,Surface Parking Spaces,Surface Sizes,Rent Amount
2019-05-17,2029-05-16,3652,Long 3000-4999,US,IN,Other,46825,Region 4,17580.0,16347.0,0,80,Large 50-99,662519.98
2017-05-01,2027-04-30,3651,Long 3000-4999,US,MI,Other,48504,Region 4,1500.0,1500.0,0,4,Small 0-49,24000.0
2018-06-01,2028-05-31,3652,Long 3000-4999,US,MI,Other,49512,Region 4,4816.0,4816.0,0,3,Small 0-49,52820.45
2018-07-16,2025-07-15,2556,Medium 1000-2999,US,MI,Other,48025,Region 4,3018.0,2229.0,3,0,Small 0-49,137385.0
2020-08-21,2030-08-20,3651,Long 3000-4999,US,OH,Other,44870,Region 4,8820.0,8144.0,0,0,Small 0-49,276517.33
2019-09-16,2039-09-30,7319,Very Long 5000-15000,US,MI,Other,48912,Region 4,16634.0,16634.0,0,60,Large 50-99,422089.43
2019-09-05,2034-09-04,5478,Very Long 5000-15000,US,MI,Other,48601,Region 4,13824.0,11200.0,0,15,Small 0-49,374540.8
2022-04-05,2032-04-04,3652,Long 3000-4999,US,NY,NY,10017,Region 1,7791.0,6956.0,0,32,Small 0-49,276096.8
2022-01-01,2036-12-31,5478,Very Long 5000-15000,US,MI,Other,48532,Region 4,4213.0,3937.0,0,0,Small 0-49,109183.93
2022-10-05,2037-10-04,5478,Very Long 5000-15000,US,MI,Other,48624,Region 4,3976.0,3976.0,0,0,Small 0-49,113272.24
2020-03-01,2030-02-28,3651,Long 3000-4999,US,MI,Other,49707,Region 4,667.0,667.0,0,2,Small 0-49,42115.8
2023-01-17,2038-01-16,5478,Very Long 5000-15000,US,MI,Other,49855,Region 4,5576.0,4713.0,0,0,Small 0-49,162115.91
2023-05-01,2028-04-30,1826,Medium 1000-2999,US,MI,Other,48216,Region 4,9950.0,9950.0,0,10,Small 0-49,125585.39
2023-10-05,2038-10-04,5478,Very Long 5000-15000,US,MI,Other,48174,Region 4,9422.0,9422.0,0,7,Small 0-49,261919.58
2024-07-26,2044-07-25,7304,Very Long 5000-15000,US,NY,NY,11791,Region 1,39639.0,36908.0,0,8,Small 0-49,1279150.53
2023-03-01,2043-02-28,7304,Very Long 5000-15000,US,MI,Other,49707,Region 4,37132.0,26659.0,0,8,Small 0-49,781802.44
2024-07-01,2039-06-30,5477,Very Long 5000-15000,US,MI,Other,48335,Region 4,15240.0,15240.0,0,20,Small 0-49,409415.66
2009-10-01,2025-09-30,5843,Very Long 5000-15000,US,MN,Other,55121,Region 5,2081.0,2081.0,0,11,Small 0-49,22508.92
2012-06-01,2027-05-31,5477,Very Long 5000-15000,US,MN,Other,56001,Region 5,1914.0,1664.0,2,0,Small 0-49,43077.26
2017-10-01,2027-09-30,3651,Long 3000-4999,US,MN,Other,55792,Region 5,2622.0,2280.0,11,0,Small 0-49,49581.44
2021-07-01,2036-06-30,5478,Very Long 5000-15000,US,MN,Other,55401,Region 5,5928.0,5264.0,3,0,Small 0-49,152544.06
2014-10-01,2027-09-30,4747,Long 3000-4999,US,MN,Other,55401,Region 5,8575.0,7456.0,1,0,Small 0-49,224581.76
2018-10-01,2028-09-30,3652,Long 3000-4999,US,MN,Other,55401,Region 5,7361.0,6401.0,1,0,Small 0-49,174688.94
2014-08-07,2027-08-06,4747,Long 3000-4999,US,MN,Other,56230,Region 5,2711.0,2391.0,0,5,Small 0-49,52190.31
2003-08-01,2026-01-31,8219,Very Long 5000-15000,US,MN,Other,55101,Region 5,40037.0,33849.0,22,0,Small 0-49,969738.11
2019-02-01,2034-01-31,5478,Very Long 5000-15000,US,MO,Other,63105,Region 6,5821.0,5022.0,0,23,Small 0-49,175000.15
2003-06-01,2026-05-31,8400,Very Long 5000-15000,US,IL,IL,60606,Region 6,20514.0,20051.0,0,35,Small 0-49,503813.65
2020-09-16,2035-09-15,5477,Very Long 5000-15000,US,TX,TX,77063,Region 7,55520.0,47862.0,40,0,Small 0-49,1942299.01
2018-07-01,2028-06-30,3652,Long 3000-4999,US,TX,TX,77063,Region 7,38396.0,34504.0,55,0,Small 0-49,1564374.84
2010-10-01,2026-09-30,5843,Very Long 5000-15000,US,MN,Other,55344,Region 5,5353.0,4561.0,4,11,Small 0-49,126182.52
2014-09-26,2029-09-25,5478,Very Long 5000-15000,US,MN,Other,55344,Region 5,19320.0,17717.0,2,74,Large 50-99,465423.35
2020-09-01,2030-08-31,3651,Long 3000-4999,US,NY,NY,10178,Region 1,4245.56,3583.0,3,0,Small 0-49,114723.41
2004-02-01,2026-01-31,8035,Very Long 5000-15000,US,NY,NY,10178,Region 1,3006.0,2505.0,1,0,Small 0-49,68564.91
2020-04-17,2035-04-16,5477,Very Long 5000-15000,US,MN,Other,56537,Region 5,5208.0,4920.0,0,0,Small 0-49,171140.45
2017-08-01,2027-07-31,3651,Long 3000-4999,US,MN,Other,55126,Region 5,2512.0,2512.0,0,0,Small 0-49,44476.4
2015-04-16,2028-04-15,4748,Long 3000-4999,US,MN,Other,56001,Region 5,6635.0,6635.0,30,0,Small 0-49,143570.65
2021-04-12,2036-04-11,5478,Very Long 5000-15000,US,MN,Other,55744,Region 5,8215.0,8101.0,0,6,Small 0-49,124575.15
2000-05-15,2026-11-30,9695,Very Long 5000-15000,US,MN,Other,55426,Region 5,9834.0,8551.0,7,0,Small 0-49,210809.49
2001-07-13,2026-07-31,9149,Very Long 5000-15000,US,MN,Other,56601,Region 5,6932.0,6153.0,0,32,Small 0-49,163520.2
2019-10-24,2034-10-23,5478,Very Long 5000-15000,US,NY,NY,10017,Region 1,18450.0,15504.0,0,0,Small 0-49,494398.41
2003-04-01,2026-03-31,8400,Very Long 5000-15000,US,NY,NY,10017,Region 1,4256.0,3701.0,4,0,Small 0-49,136192.0
2023-04-15,2033-04-14,3652,Long 3000-4999,US,NJ,Other,08701,Region 0,2731.0,2731.0,0,0,Small 0-49,57984.47
2003-06-01,2026-05-31,8400,Very Long 5000-15000,US,MN,Other,56301,Region 5,9802.0,9446.0,0,45,Small 0-49,258004.19
2023-08-04,2033-08-03,3652,Long 3000-4999,US,MN,Other,56301,Region 5,11810.0,10680.0,0,0,Small 0-49,379263.83
2024-09-01,2029-08-31,1825,Medium 1000-2999,US,MN,Other,55450,Region 5,10229.0,9533.0,0,29,Small 0-49,978991.93
2011-10-01,2026-09-30,5478,Very Long 5000-15000,US,MN,Other,55102,Region 5,2863.0,2189.0,0,0,Small 0-49,113878.39
2020-08-01,2030-07-31,3651,Long 3000-4999,US,MN,Other,55746,Region 5,676.0,676.0,0,0,Small 0-49,16068.52
2022-12-15,2032-12-14,3652,Long 3000-4999,US,MN,Other,56304,Region 5,822.0,822.0,0,0,Small 0-49,21801.5
2010-12-01,2025-11-30,5478,Very Long 5000-15000,US,MN,Other,56401,Region 5,507.0,507.0,0,3,Small 0-49,20771.79
2010-12-01,2025-02-28,5203,Very Long 5000-15000,US,MN,Other,56601,Region 5,830.0,830.0,0,3,Small 0-49,35001.1
2019-06-01,2029-05-31,3652,Long 3000-4999,US,MN,Other,56701,Region 5,160.0,160.0,0,0,Small 0-49,3978.27
2019-06-01,2029-05-31,3652,Long 3000-4999,US,MN,Other,55811,Region 5,1430.0,1430.0,0,2,Small 0-49,68705.71
2021-07-01,2031-06-30,3651,Long 3000-4999,US,MN,Other,56649,Region 5,534.0,534.0,0,0,Small 0-49,33367.03
2023-03-01,2033-02-28,3652,Long 3000-4999,US,MN,Other,55902,Region 5,1550.0,1550.0,0,1,Small 0-49,75722.26
2010-03-18,2027-03-17,6208,Very Long 5000-15000,US,MN,Other,55401,Region 5,33380.0,28051.0,2,0,Small 0-49,1055181.97
2018-06-01,2028-05-31,3652,Long 3000-4999,US,MN,Other,55401,Region 5,37543.0,32620.0,27,58,Large 50-99,1425211.58
2017-03-13,2032-03-12,5478,Very Long 5000-15000,US,MN,Other,55401,Region 5,36954.0,32256.0,6,0,Small 0-49,1528586.46
2017-07-06,2027-07-05,3651,Long 3000-4999,US,MN,Other,55401,Region 5,45158.0,39725.0,0,0,Small 0-49,1374822.75
2018-02-01,2028-01-31,3651,Long 3000-4999,US,MN,Other,55344,Region 5,26910.0,23400.0,0,0,Small 0-49,653700.76
2016-06-29,2026-06-28,3651,Long 3000-4999,US,MN,Other,56258,Region 5,5064.0,4462.0,0,20,Small 0-49,146906.65
2004-11-15,2028-11-30,8781,Very Long 5000-15000,US,MN,Other,56301,Region 5,4400.0,4057.0,0,0,Small 0-49,61634.44
2017-10-24,2027-10-23,3651,Long 3000-4999,US,WY,Other,82227,Region 8,6400.0,5800.0,0,0,Small 0-49,202951.77
2023-07-11,2033-07-10,3652,Long 3000-4999,US,MN,Other,55343,Region 5,5986.0,5628.0,0,0,Small 0-49,275219.78
2012-01-06,2032-01-05,7304,Very Long 5000-15000,US,NH,Other,03062,Region 0,162530.0,150158.0,200,20,Small 0-49,6732735.62
2010-09-30,2025-03-29,5294,Very Long 5000-15000,US,PA,Other,19044,Region 1,17270.0,15870.0,0,80,Large 50-99,555956.9
2024-09-01,2044-08-31,7304,Very Long 5000-15000,US,NY,NY,11743,Region 1,31779.0,31203.0,25,56,Large 50-99,978604.72
2010-07-19,2025-07-18,5478,Very Long 5000-15000,US,RI,Other,02840,Region 0,33000.0,31386.0,25,55,Large 50-99,1428785.16
2017-10-10,2025-10-09,2921,Medium 1000-2999,US,MN,Other,55102,Region 5,0.0,0.0,4,0,Small 0-49,11520.0
2014-07-07,2029-07-06,5478,Very Long 5000-15000,US,MN,Other,56601,Region 5,1607.0,1607.0,0,0,Small 0-49,29729.5
2012-01-05,2027-01-04,5478,Very Long 5000-15000,US,MN,Other,56601,Region 5,4896.0,4252.0,0,14,Small 0-49,133209.86
2012-02-01,2027-01-31,5478,Very Long 5000-15000,US,CA,CA,94104,Region 9,35905.0,31257.0,85,0,Small 0-49,1178837.81
2022-10-01,2042-09-30,7304,Very Long 5000-15000,US,MN,Other,56241,Region 5,4129.0,4129.0,0,5,Small 0-49,45763.64
2010-05-14,2028-05-13,6574,Very Long 5000-15000,US,MN,Other,55446,Region 5,11214.0,9752.0,11,0,Small 0-49,284813.17
2022-08-31,2032-08-30,3652,Long 3000-4999,US,MN,Other,56308,Region 5,1124.0,977.0,0,11,Small 0-49,30926.81
2014-06-04,2027-06-03,4747,Long 3000-4999,US,MN,Other,56308,Region 5,3870.0,3366.0,0,16,Small 0-49,146371.0
2011-03-01,2031-03-02,7306,Very Long 5000-15000,US,MN,Other,56649,Region 5,40453.0,36771.0,0,46,Small 0-49,1396707.89
2019-08-01,2029-07-31,3652,Long 3000-4999,US,MN,Other,55450,Region 5,2889.0,2889.0,0,0,Small 0-49,30300.87
2012-05-01,2027-04-30,5477,Very Long 5000-15000,US,MN,Other,55904,Region 5,6074.0,5148.0,2,0,Small 0-49,158302.68
2014-01-13,2027-01-12,4747,Long 3000-4999,US,MN,Other,55101,Region 5,0.0,0.0,6,0,Small 0-49,20471.53
2022-08-15,2042-08-14,7304,Very Long 5000-15000,US,MN,Other,55101,Region 5,98338.28,91054.0,25,0,Small 0-49,2742098.03
2015-09-23,2026-05-05,3877,Long 3000-4999,US,MN,Other,55101,Region 5,24387.0,21206.0,15,0,Small 0-49,575740.42
2024-09-01,2034-08-31,3651,Long 3000-4999,US,MN,Other,55420,Region 5,1185.0,1013.0,0,15,Small 0-49,21330.0
2019-10-01,2025-08-31,2161,Medium 1000-2999,US,MN,Other,55114,Region 5,0.0,0.0,0,0,Small 0-49,6000.0
2016-05-26,2026-05-25,3651,Long 3000-4999,US,MN,Other,55075,Region 5,2489.0,2315.0,0,8,Small 0-49,48315.46
2018-09-01,2028-08-31,3652,Long 3000-4999,US,ND,Other,58104,Region 5,3043.0,2696.0,0,3,Small 0-49,102737.25
2020-03-17,2030-03-16,3651,Long 3000-4999,US,MN,Other,55987,Region 5,6827.0,5782.0,0,5,Small 0-49,154521.5
2017-08-01,2032-07-31,5478,Very Long 5000-15000,US,MN,Other,55902,Region 5,2741.0,2741.0,0,5,Small 0-49,97280.24
2019-07-24,2034-07-31,5486,Very Long 5000-15000,US,MN,Other,55055,Region 5,18151.0,17422.0,0,72,Large 50-99,767609.79
2020-06-23,2035-06-22,5477,Very Long 5000-15000,US,FL,Other,34237,Region 3,34811.0,31786.0,0,10,Small 0-49,988308.42
2020-06-17,2030-06-16,3651,Long 3000-4999,US,ND,Other,58103,Region 5,9128.0,8042.0,0,0,Small 0-49,302886.46
2019-08-01,2034-07-31,5478,Very Long 5000-15000,US,VA,Other,22314,Region 2,5769.0,5769.0,0,25,Small 0-49,216862.86
2020-11-30,2030-11-29,3651,Long 3000-4999,US,MN,Other,55101,Region 5,1763.0,1533.0,0,0,Small 0-49,47636.07
2021-06-28,2031-06-27,3651,Long 3000-4999,US,MN,Other,56649,Region 5,595.0,435.0,0,4,Small 0-49,21700.46
2023-09-01,2038-08-31,5478,Very Long 5000-15000,US,MN,Other,55904,Region 5,7354.0,6180.0,0,0,Small 0-49,254637.41
2021-08-25,2031-08-24,3651,Long 3000-4999,US,MN,Other,55423,Region 5,27990.0,24339.0,161,0,Small 0-49,657576.46
2024-04-19,2039-04-18,5477,Very Long 5000-15000,US,MN,Other,55987,Region 5,4123.0,3728.0,0,10,Small 0-49,83898.45
2023-06-13,2033-06-12,3652,Long 3000-4999,US,MN,Other,55901,Region 5,3041.0,2304.0,0,2,Small 0-49,66063.49
2023-08-07,2038-08-06,5478,Very Long 5000-15000,US,MN,Other,55802,Region 5,3204.0,2403.0,8,0,Small 0-49,70861.1
2023-09-13,2033-09-12,3652,Long 3000-4999,US,MN,Other,56001,Region 5,3002.0,2704.0,0,0,Small 0-49,69852.79
2016-05-03,2031-05-02,5477,Very Long 5000-15000,US,IL,IL,60606,Region 6,146156.0,128206.0,18,0,Small 0-49,4130829.1
2014-11-01,2029-10-31,5478,Very Long 5000-15000,US,IL,IL,60606,Region 6,58301.0,54069.0,218,0,Small 0-49,1509114.07
2014-07-16,2029-07-15,5478,Very Long 5000-15000,US,MN,Other,56329,Region 5,3510.0,3079.0,1,0,Small 0-49,81991.87
2015-04-08,2030-04-07,5478,Very Long 5000-15000,US,IL,IL,60606,Region 6,38107.0,36998.0,0,214,XLarge 100-249,1040103.71
2009-10-01,2025-09-30,5843,Very Long 5000-15000,US,MN,Other,55121,Region 5,3738.0,3738.0,0,0,Small 0-49,46239.06
2005-04-03,2026-04-02,7669,Very Long 5000-15000,US,OH,Other,43209,Region 4,61371.0,51534.0,16,0,Small 0-49,1512990.22
2010-01-01,2026-04-02,5935,Very Long 5000-15000,US,OH,Other,43209,Region 4,9937.0,8642.0,1,0,Small 0-49,259511.54
2018-04-01,2028-03-31,3652,Long 3000-4999,US,OH,Other,43718,Region 4,8275.0,8100.0,24,0,Small 0-49,174983.04
2010-03-01,2028-02-29,6574,Very Long 5000-15000,US,OH,Other,44503,Region 4,3464.0,3464.0,2,0,Small 0-49,52977.85
2011-01-01,2026-12-31,5843,Very Long 5000-15000,US,OK,Other,73102,Region 7,25823.0,21162.0,0,66,Large 50-99,459074.41
2022-07-27,2025-07-26,1095,Medium 1000-2999,US,OH,Other,43952,Region 4,3501.0,3500.0,0,0,Small 0-49,45703.37
2021-02-01,2036-01-31,5477,Very Long 5000-15000,US,OH,Other,43216,Region 4,2335.0,2335.0,0,4,Small 0-49,43269.64
2024-07-01,2044-06-30,7304,Very Long 5000-15000,US,CA,CA,92612,Region 9,18526.0,16403.0,0,11,Small 0-49,357600.0
2011-02-01,2029-01-31,6574,Very Long 5000-15000,US,OH,Other,44141,Region 4,2997.0,2725.0,0,0,Small 0-49,49539.32
2023-08-28,2033-08-27,3652,Long 3000-4999,US,OH,Other,43723,Region 4,4448.0,4143.0,0,0,Small 0-49,78446.65
2015-09-01,2025-08-31,3652,Long 3000-4999,US,OH,Other,43723,Region 4,2008.0,1877.0,0,2,Small 0-49,40030.16
2012-12-01,2027-11-30,5477,Very Long 5000-15000,US,OH,Other,44141,Region 4,5421.0,5421.0,0,0,Small 0-49,96568.21
2010-09-16,2025-09-15,5478,Very Long 5000-15000,US,OH,Other,44114,Region 4,18996.0,15520.0,2,0,Small 0-49,397983.06
2009-03-13,2025-09-12,6027,Very Long 5000-15000,US,OH,Other,44114,Region 4,18176.0,16303.0,64,0,Small 0-49,671554.15
2021-11-21,2038-11-20,6208,Very Long 5000-15000,US,OH,Other,44133,Region 4,5190.0,4778.0,0,33,Small 0-49,122921.51
2009-10-01,2027-09-30,6573,Very Long 5000-15000,US,OH,Other,45207,Region 4,71875.0,62500.0,0,2,Small 0-49,484214.65
2018-03-26,2028-03-25,3652,Long 3000-4999,US,CT,Other,06103,Region 0,0.0,0.0,42,0,Small 0-49,115339.63
2017-02-01,2027-01-31,3651,Long 3000-4999,US,OH,Other,45202,Region 4,4449.0,3973.0,3,0,Small 0-49,102455.63
2007-07-01,2025-06-30,6574,Very Long 5000-15000,US,OH,Other,45202,Region 4,3068.0,2668.0,1,0,Small 0-49,75738.98
2010-04-01,2024-12-31,5388,Very Long 5000-15000,US,OH,Other,45202,Region 4,11599.0,10086.0,79,0,Small 0-49,537719.8
2024-06-25,2041-06-24,6208,Very Long 5000-15000,US,OH,Other,43215,Region 4,25626.0,22618.0,75,0,Small 0-49,959512.07
2021-07-30,2036-07-31,5480,Very Long 5000-15000,US,OH,Other,43215,Region 4,4930.0,4402.0,0,0,Small 0-49,178859.17
2011-05-02,2026-05-01,5478,Very Long 5000-15000,US,OH,Other,44113,Region 4,34104.0,30886.0,2,0,Small 0-49,835085.09
2019-09-01,2034-08-31,5478,Very Long 5000-15000,US,OH,Other,44113,Region 4,17385.0,14949.0,3,0,Small 0-49,635814.32
2010-06-01,2026-05-31,5843,Very Long 5000-15000,US,OH,Other,44114,Region 4,28704.0,23432.0,3,0,Small 0-49,758610.23
2019-11-22,2029-11-21,3652,Long 3000-4999,US,OH,Other,44114,Region 4,45455.0,37441.0,0,0,Small 0-49,1055364.48
2019-01-14,2029-01-13,3652,Long 3000-4999,US,OH,Other,44114,Region 4,2287.0,1866.0,6,0,Small 0-49,70418.6
2022-08-15,2037-08-14,5478,Very Long 5000-15000,US,OH,Other,44128,Region 4,18902.0,16437.0,35,0,Small 0-49,524449.01
2013-03-01,2026-02-28,4747,Long 3000-4999,US,OH,Other,44114,Region 4,9340.0,7822.0,2,0,Small 0-49,205828.87
2016-12-01,2026-11-30,3651,Long 3000-4999,US,OH,Other,45324,Region 4,2983.0,2640.0,0,0,Small 0-49,50711.0
2011-08-31,2026-08-30,5478,Very Long 5000-15000,US,OH,Other,44022,Region 4,10976.0,9462.0,20,0,Small 0-49,274703.9
2012-01-01,2025-06-30,4929,Long 3000-4999,US,OH,Other,44022,Region 4,3943.0,3506.0,7,0,Small 0-49,111713.68
2013-05-17,2028-05-16,5478,Very Long 5000-15000,US,OH,Other,44022,Region 4,10818.0,9326.0,1,0,Small 0-49,289621.45
2018-03-29,2028-03-28,3652,Long 3000-4999,US,OH,Other,44022,Region 4,5722.0,4807.0,2,0,Small 0-49,144079.04
2011-09-01,2026-08-31,5478,Very Long 5000-15000,US,IL,IL,60606,Region 6,33387.0,33387.0,0,145,XLarge 100-249,828383.76
2007-07-01,2026-06-30,6939,Very Long 5000-15000,US,OH,Other,43204,Region 4,3999.0,3509.0,0,36,Small 0-49,81058.92
2014-10-01,2025-07-31,3956,Long 3000-4999,US,OH,Other,45324,Region 4,7108.0,7108.0,0,0,Small 0-49,176666.18
2019-07-01,2029-06-30,3652,Long 3000-4999,US,OH,Other,44122,Region 4,6609.0,5901.0,0,0,Small 0-49,137951.42
2011-09-01,2026-08-31,5478,Very Long 5000-15000,US,OH,Other,44135,Region 4,1000.0,1000.0,0,3,Small 0-49,15299.0
2017-07-01,2027-06-30,3651,Long 3000-4999,US,MI,Other,48933,Region 4,16787.0,15416.0,4,0,Small 0-49,431550.67
2007-07-01,2026-06-30,6939,Very Long 5000-15000,US,MI,Other,48933,Region 4,11707.0,11266.0,18,0,Small 0-49,301729.53
2014-03-01,2027-02-28,4747,Long 3000-4999,US,MI,Other,48933,Region 4,3718.0,3353.0,3,0,Small 0-49,101063.3
2011-09-01,2026-08-31,5478,Very Long 5000-15000,US,MI,Other,48933,Region 4,8702.0,7848.0,29,0,Small 0-49,211829.11
2023-08-01,2033-07-31,3652,Long 3000-4999,US,MI,Other,48933,Region 4,16669.0,14495.0,3,0,Small 0-49,362812.82
2018-09-18,2033-09-17,5478,Very Long 5000-15000,US,MI,Other,48933,Region 4,5071.0,4639.0,16,0,Small 0-49,125708.47
2016-06-01,2031-05-31,5477,Very Long 5000-15000,US,VA,Other,22102,Region 2,45433.0,37084.0,0,21,Small 0-49,1311849.45
2003-04-21,2025-04-20,8035,Very Long 5000-15000,US,VA,Other,22102,Region 2,2257.0,1963.0,0,0,Small 0-49,33573.96
2023-07-07,2033-07-06,3652,Long 3000-4999,US,OH,Other,44308,Region 4,22797.0,20433.0,0,0,Small 0-49,499433.56
2011-11-01,2026-10-31,5478,Very Long 5000-15000,US,VT,Other,05446,Region 0,35000.0,31224.0,10,0,Small 0-49,1000243.67
2015-05-25,2028-05-24,4748,Long 3000-4999,US,VT,Other,05446,Region 0,41752.0,38305.0,10,0,Small 0-49,1355586.27
2013-12-01,2025-11-30,4382,Long 3000-4999,US,OK,Other,73102,Region 7,2639.0,2267.0,5,0,Small 0-49,86916.28
2018-05-01,2028-04-30,3652,Long 3000-4999,US,OK,Other,73102,Region 7,3279.0,2816.0,7,0,Small 0-49,120897.6
2019-11-14,2034-11-13,5478,Very Long 5000-15000,US,OK,Other,73102,Region 7,14032.0,11961.0,0,0,Small 0-49,451654.57
2021-09-10,2036-09-09,5478,Very Long 5000-15000,US,OK,Other,73102,Region 7,5793.0,5037.0,0,0,Small 0-49,166775.15
2023-05-01,2033-04-30,3652,Long 3000-4999,US,OK,Other,73102,Region 7,17242.0,14707.0,0,0,Small 0-49,412509.39
2021-08-02,2036-08-01,5478,Very Long 5000-15000,US,OH,Other,44512,Region 4,9340.0,8824.0,0,16,Small 0-49,202921.74
2018-02-19,2033-02-18,5478,Very Long 5000-15000,US,OH,Other,44902,Region 4,2477.0,2266.0,0,4,Small 0-49,49288.77
2021-03-26,2036-03-25,5478,Very Long 5000-15000,US,KY,Other,41091,Region 4,24466.0,23388.0,0,3,Small 0-49,884866.65
2022-07-29,2032-07-28,3652,Long 3000-4999,US,OH,Other,45620,Region 4,5725.0,5076.0,0,29,Small 0-49,148969.81
2010-03-01,2025-02-28,5478,Very Long 5000-15000,US,OH,Other,43604,Region 4,10000.0,9000.0,0,9,Small 0-49,305335.97
2012-04-01,2027-03-31,5477,Very Long 5000-15000,US,OH,Other,43604,Region 4,18066.0,16105.0,28,0,Small 0-49,539117.88
2000-10-04,2025-10-03,9130,Very Long 5000-15000,US,IL,IL,60439,Region 6,7322.0,6768.0,0,26,Small 0-49,263289.87
2002-02-01,2027-01-31,9130,Very Long 5000-15000,US,OH,Other,44113,Region 4,121912.0,108850.0,175,218,XLarge 100-249,6617190.53
2024-05-13,2039-05-12,5477,Very Long 5000-15000,US,OH,Other,44077,Region 4,8219.0,7375.0,0,0,Small 0-49,214543.74
2001-03-23,2026-03-31,9139,Very Long 5000-15000,US,IL,IL,60439,Region 6,9625.0,8734.0,0,38,Small 0-49,299045.02
2011-09-01,2026-08-31,5478,Very Long 5000-15000,US,OH,Other,43215,Region 4,4837.0,4206.0,6,0,Small 0-49,154902.46
2024-06-01,2039-05-31,5477,Very Long 5000-15000,US,OH,Other,43215,Region 4,37794.0,33299.0,9,0,Small 0-49,1041443.92
2020-01-01,2029-12-31,3652,Long 3000-4999,US,NY,NY,10017,Region 1,326000.0,326000.0,0,20,Small 0-49,1872838.73
2016-06-01,2026-05-31,3651,Long 3000-4999,US,OH,Other,45701,Region 4,1825.0,1587.0,0,2,Small 0-49,42485.22
2013-11-01,2028-10-31,5478,Very Long 5000-15000,US,OH,Other,43017,Region 4,5689.0,4947.0,5,5,Small 0-49,110874.49
2003-02-01,2033-01-31,10957,Very Long 5000-15000,US,VA,Other,22102,Region 2,214058.0,210780.0,0,45,Small 0-49,2083420.11
2004-04-15,2027-06-30,8476,Very Long 5000-15000,US,OH,Other,43215,Region 4,10122.0,8918.0,25,0,Small 0-49,344333.11
2003-06-01,2028-05-31,9131,Very Long 5000-15000,US,OH,Other,43215,Region 4,30926.0,27248.0,2,0,Small 0-49,907131.84
2019-08-01,2029-07-31,3652,Long 3000-4999,US,OH,Other,44131,Region 4,6729.0,5955.0,0,30,Small 0-49,177071.07
2023-08-01,2035-07-31,4382,Long 3000-4999,US,OK,Other,73102,Region 7,7904.0,7362.0,0,0,Small 0-49,213167.03
2022-05-01,2032-04-30,3652,Long 3000-4999,US,OH,Other,45750,Region 4,5095.0,4600.0,0,24,Small 0-49,146137.07
2023-09-10,2033-09-09,3652,Long 3000-4999,US,WA,Other,98282,Region 9,8287.0,7892.0,0,44,Small 0-49,318062.42
2023-09-09,2033-09-08,3652,Long 3000-4999,US,OH,Other,45011,Region 4,10900.0,9900.0,0,0,Small 0-49,236130.03
2005-03-21,2025-03-20,7304,Very Long 5000-15000,US,OH,Other,44004,Region 4,6284.0,5639.0,0,26,Small 0-49,157487.35
2024-08-12,2034-08-11,3651,Long 3000-4999,US,OH,Other,43065,Region 4,7932.0,6897.0,0,0,Small 0-49,232967.0
2012-10-01,2027-09-30,5477,Very Long 5000-15000,US,OH,Other,44512,Region 4,7797.0,7797.0,0,32,Small 0-49,86385.6
2022-08-01,2032-07-31,3652,Long 3000-4999,US,OH,Other,44126,Region 4,14110.0,12164.0,0,10,Small 0-49,453274.07
2005-07-01,2026-06-30,7669,Very Long 5000-15000,US,OH,Other,43604,Region 4,2324.0,2324.0,0,0,Small 0-49,89994.58
2004-04-07,2029-04-06,9130,Very Long 5000-15000,US,OH,Other,44145,Region 4,24334.0,22218.0,0,15,Small 0-49,762624.23
2020-01-01,2029-12-31,3652,Long 3000-4999,US,KY,Other,41011,Region 4,7666.0,7586.0,0,0,Small 0-49,74673.91
2023-09-01,2033-08-31,3652,Long 3000-4999,US,OH,Other,45402,Region 4,5030.0,5030.0,0,6,Small 0-49,386991.39
2013-12-01,2026-11-30,4747,Long 3000-4999,US,OH,Other,45420,Region 4,27307.0,24165.0,0,150,XLarge 100-249,594941.87
2009-01-01,2027-12-31,6938,Very Long 5000-15000,US,NY,NY,10176,Region 1,5858.0,5040.0,0,0,Small 0-49,162895.57
2024-02-01,2041-01-31,6209,Very Long 5000-15000,US,OH,Other,44514,Region 4,6056.0,5517.0,0,16,Small 0-49,145772.91
2018-11-01,2028-10-31,3652,Long 3000-4999,US,OH,Other,43054,Region 4,5292.0,4642.0,0,5,Small 0-49,107200.4
2018-08-01,2028-07-31,3652,Long 3000-4999,US,OH,Other,44135,Region 4,4442.0,4442.0,0,0,Small 0-49,616269.32
2018-08-01,2025-01-31,2375,Medium 1000-2999,US,OH,Other,43219,Region 4,5245.0,5245.0,6,0,Small 0-49,453819.05
2023-08-01,2033-07-31,3652,Long 3000-4999,US,OH,Other,43617,Region 4,5300.0,4691.0,0,0,Small 0-49,107488.05
2017-09-15,2027-09-14,3651,Long 3000-4999,US,CA,CA,94610,Region 9,4884.0,4884.0,0,22,Small 0-49,107283.14
2019-03-08,2029-03-07,3652,Long 3000-4999,US,OK,Other,73102,Region 7,8192.0,7422.0,0,32,Small 0-49,316075.54
2016-06-13,2026-06-12,3651,Long 3000-4999,US,CA,CA,95127,Region 9,7000.0,6400.0,0,30,Small 0-49,178715.96
